year,quarter,region,sector,enterprise_size,number_of_enterprises,number_of_saudi_employees,number_of_saudi_employees (male),number_of_saudi_employees (female),number_of_foreign_employees,number_of_foreign_employees (male),number_of_foreign_employees (female)
2022,1,Jazan Region,Manufacture of Chemicals and Chemical Products,micro,14,5,3,2,32,32,0
2022,1,Jazan Region,Manufacture of Chemicals and Chemical Products,medium,1,9,9,0,73,73,0
2022,1,Hail Region,Manufacture of Chemicals and Chemical Products,small,11,11,4,7,76,76,0
2022,1,Hail Region,Manufacture of Chemicals and Chemical Products,micro,50,15,10,5,121,121,0
2022,1,Aseer Region,Manufacture of Chemicals and Chemical Products,small,22,83,44,39,321,320,1
2022,1,Aseer Region,Manufacture of Chemicals and Chemical Products,large,1,601,488,113,1357,1354,3
2022,1,Aseer Region,Manufacture of Chemicals and Chemical Products,micro,32,14,9,5,59,59,0
2022,1,Aseer Region,Manufacture of Chemicals and Chemical Products,medium,3,67,45,22,215,215,0
2022,1,Makkah Region,Manufacture of Chemicals and Chemical Products,small,168,746,406,340,2595,2578,17
2022,1,Makkah Region,Manufacture of Chemicals and Chemical Products,large,4,853,640,213,2242,2237,5
2022,1,Makkah Region,Manufacture of Chemicals and Chemical Products,micro,235,116,66,50,456,445,11
2022,1,Makkah Region,Manufacture of Chemicals and Chemical Products,medium,64,1858,1233,625,4794,4754,40
2022,1,Najran Region,Manufacture of Chemicals and Chemical Products,small,4,10,5,5,41,41,0
2022,1,Najran Region,Manufacture of Chemicals and Chemical Products,micro,14,3,2,1,28,28,0
2022,1,Najran Region,Manufacture of Chemicals and Chemical Products,medium,1,9,9,0,41,41,0
2022,1,Eastern Province,Manufacture of Textiles,small,63,146,73,73,708,685,23
2022,1,Eastern Province,Manufacture of Textiles,micro,305,68,22,46,647,625,22
2022,1,Eastern Province,Manufacture of Textiles,medium,7,268,213,55,554,554,0
2022,1,Al Bahah Region,Manufacture of Textiles,small,5,5,3,2,46,45,1
2022,1,Al Bahah Region,Manufacture of Textiles,micro,16,7,3,4,40,40,0
2022,1,Al Jawf Region,Manufacture of Textiles,small,6,3,3,0,63,63,0
2022,1,Al Jawf Region,Manufacture of Textiles,micro,41,6,5,1,90,89,1
2022,1,Northern Borders Region,Manufacture of Textiles,small,3,5,4,1,30,30,0
2022,1,Northern Borders Region,Manufacture of Textiles,micro,26,6,4,2,59,56,3
2022,1,Riyadh Region,Manufacture of Textiles,small,78,170,67,103,820,817,3
2022,1,Riyadh Region,Manufacture of Textiles,large,6,1606,907,699,3538,3515,23
2022,1,Riyadh Region,Manufacture of Textiles,micro,376,84,39,45,799,794,5
2022,1,Riyadh Region,Manufacture of Textiles,medium,10,340,189,151,881,879,2
2022,1,Qassim Region,Manufacture of Textiles,small,15,25,23,2,128,128,0
2022,1,Qassim Region,Manufacture of Textiles,micro,85,18,12,6,205,205,0
2022,1,Qassim Region,Manufacture of Textiles,medium,1,18,9,9,50,50,0
2022,1,Al Madinah Region,Manufacture of Textiles,small,28,65,45,20,301,299,2
2022,1,Al Madinah Region,Manufacture of Textiles,micro,119,23,10,13,260,252,8
2022,1,Al Madinah Region,Manufacture of Textiles,medium,4,91,52,39,304,304,0
2022,1,Tabuk Region,Manufacture of Textiles,small,11,17,5,12,109,108,1
2022,1,Tabuk Region,Manufacture of Textiles,micro,56,11,8,3,137,135,2
2022,1,Jazan Region,Manufacture of Textiles,small,1,4,3,1,12,12,0
2022,1,Jazan Region,Manufacture of Textiles,micro,22,1,1,0,54,54,0
2022,1,Hail Region,Manufacture of Textiles,small,13,23,17,6,125,125,0
2022,1,Hail Region,Manufacture of Textiles,micro,48,5,3,2,121,119,2
2022,1,Aseer Region,Manufacture of Textiles,small,6,14,8,6,62,62,0
2022,1,Aseer Region,Manufacture of Textiles,micro,54,12,9,3,137,134,3
2022,1,Aseer Region,Manufacture of Textiles,medium,1,1,1,0,59,56,3
2022,1,Makkah Region,Manufacture of Textiles,small,55,135,69,66,591,577,14
2022,1,Makkah Region,Manufacture of Textiles,large,3,288,278,10,973,972,1
2022,1,Makkah Region,Manufacture of Textiles,micro,257,51,33,18,578,565,13
2022,1,Makkah Region,Manufacture of Textiles,medium,9,328,249,79,563,560,3
2022,1,Najran Region,Manufacture of Textiles,small,6,7,2,5,73,70,3
2022,1,Najran Region,Manufacture of Textiles,micro,45,5,5,0,117,114,3
2022,1,Eastern Province,Manufacture of Food Products,small,254,868,473,395,3230,3221,9
2022,1,Eastern Province,Manufacture of Food Products,large,11,1215,569,646,4131,4124,7
2022,1,Eastern Province,Manufacture of Food Products,micro,697,261,136,125,1393,1388,5
2022,1,Eastern Province,Manufacture of Food Products,medium,59,1198,703,495,4302,4290,12
2022,1,Al Bahah Region,Manufacture of Food Products,small,18,38,26,12,193,190,3
2022,1,Al Bahah Region,Manufacture of Food Products,micro,80,21,15,6,159,158,1
2022,1,Al Bahah Region,Manufacture of Food Products,medium,1,12,6,6,48,48,0
2022,1,Al Jawf Region,Manufacture of Food Products,small,34,63,53,10,311,311,0
2022,1,Al Jawf Region,Manufacture of Food Products,micro,141,37,27,10,286,286,0
2022,1,Northern Borders Region,Manufacture of Food Products,small,20,43,28,15,249,249,0
2022,1,Northern Borders Region,Manufacture of Food Products,micro,91,12,9,3,193,193,0
2022,1,Riyadh Region,Manufacture of Food Products,small,506,1740,770,970,6763,6707,56
2022,1,Riyadh Region,Manufacture of Food Products,large,34,5255,3392,1863,14379,14329,50
2022,1,Riyadh Region,Manufacture of Food Products,micro,1558,508,259,249,3173,3144,29
2022,1,Riyadh Region,Manufacture of Food Products,medium,102,2459,1339,1120,7134,7111,23
2022,1,Qassim Region,Manufacture of Food Products,small,105,339,190,149,1308,1302,6
2022,1,Qassim Region,Manufacture of Food Products,large,6,757,574,183,2626,2470,156
2022,1,Qassim Region,Manufacture of Food Products,micro,329,102,70,32,662,661,1
2022,1,Qassim Region,Manufacture of Food Products,medium,43,1096,611,485,3817,3813,4
2022,1,Al Madinah Region,Manufacture of Food Products,small,105,283,156,127,1233,1222,11
2022,1,Al Madinah Region,Manufacture of Food Products,micro,468,121,66,55,988,977,11
2022,1,Al Madinah Region,Manufacture of Food Products,medium,12,341,246,95,993,991,2
2022,1,Tabuk Region,Manufacture of Food Products,small,35,68,39,29,346,345,1
2022,1,Tabuk Region,Manufacture of Food Products,large,1,84,20,64,182,181,1
2022,1,Tabuk Region,Manufacture of Food Products,micro,180,40,23,17,346,346,0
2022,1,Tabuk Region,Manufacture of Food Products,medium,6,114,35,79,359,359,0
2022,1,Jazan Region,Manufacture of Food Products,small,56,123,62,61,742,740,2
2022,1,Jazan Region,Manufacture of Food Products,micro,229,34,25,9,483,481,2
2022,1,Jazan Region,Manufacture of Food Products,medium,6,127,44,83,401,401,0
2022,1,Hail Region,Manufacture of Food Products,small,26,79,25,54,276,275,1
2022,1,Hail Region,Manufacture of Food Products,micro,176,32,14,18,357,355,2
2022,1,Hail Region,Manufacture of Food Products,medium,9,160,31,129,804,801,3
2022,1,Aseer Region,Manufacture of Food Products,small,73,224,126,98,807,807,0
2022,1,Aseer Region,Manufacture of Food Products,large,3,252,142,110,1157,1157,0
2022,1,Aseer Region,Manufacture of Food Products,micro,441,86,56,30,793,793,0
2022,1,Aseer Region,Manufacture of Food Products,medium,12,216,112,104,948,910,38
2022,1,Makkah Region,Manufacture of Food Products,small,382,1121,538,583,4635,4587,48
2022,1,Makkah Region,Manufacture of Food Products,large,32,5841,3136,2705,17224,16913,311
2022,1,Makkah Region,Manufacture of Food Products,micro,1312,411,216,195,2568,2549,19
2022,1,Makkah Region,Manufacture of Food Products,medium,67,1773,888,885,4985,4923,62
2022,1,Najran Region,Manufacture of Food Products,small,22,38,16,22,217,217,0
2022,1,Najran Region,Manufacture of Food Products,micro,136,29,15,14,323,321,2
2022,1,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,10,48,27,21,147,133,14
2022,1,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,6,4,1,3,10,9,1
2022,1,Eastern Province,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,4,170,125,45,183,181,2
2022,1,Al Jawf Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,3,0,0,0,7,7,0
2022,1,Northern Borders Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,1,1,0,1,0,0,0
2022,1,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,21,178,83,95,243,235,8
2022,1,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,5,542,265,277,1496,1471,25
2022,1,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,100,22,13,9,214,212,2
2022,1,Riyadh Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,6,153,71,82,313,308,5
2022,1,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,0,0,0,7,7,0
2022,1,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,1,283,268,15,306,301,5
2022,1,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,7,1,1,0,10,10,0
2022,1,Qassim Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,1,31,27,4,95,87,8
2022,1,Al Madinah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,2,9,6,3,37,37,0
2022,1,Al Madinah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,4,3,0,3,6,6,0
2022,1,Tabuk Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,1,0,0,0,4,4,0
2022,1,Jazan Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,1,1,1,0,5,5,0
2022,1,Jazan Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,5,0,0,0,11,9,2
2022,1,Hail Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,5,0,0,0,9,9,0
2022,1,Aseer Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,2,18,4,14,36,36,0
2022,1,Aseer Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,3,0,0,0,5,5,0
2022,1,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,small,9,32,20,12,73,68,5
2022,1,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,large,4,855,440,415,933,903,30
2022,1,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,14,19,13,6,17,17,0
2022,1,Makkah Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,medium,6,243,138,105,392,381,11
2022,1,Najran Region,Manufacture of Basic Pharmaceuticals and Pharmaceutical Preparations,micro,1,0,0,0,2,2,0
2022,1,Eastern Province,Manufacture of Leather and Leather Products,small,5,9,5,4,60,60,0
2022,1,Eastern Province,Manufacture of Leather and Leather Products,micro,14,1,1,0,27,27,0
2022,1,Eastern Province,Manufacture of Leather and Leather Products,medium,2,57,55,2,137,137,0
2022,1,Al Bahah Region,Manufacture of Leather and Leather Products,micro,1,0,0,0,2,2,0
2022,1,Al Jawf Region,Manufacture of Leather and Leather Products,micro,1,0,0,0,2,2,0
2022,1,Northern Borders Region,Manufacture of Leather and Leather Products,small,2,1,1,0,19,19,0
2022,1,Northern Borders Region,Manufacture of Leather and Leather Products,micro,4,1,1,0,13,13,0
2022,1,Riyadh Region,Manufacture of Leather and Leather Products,small,15,27,15,12,148,147,1
2022,1,Riyadh Region,Manufacture of Leather and Leather Products,large,2,184,44,140,628,628,0
2022,1,Riyadh Region,Manufacture of Leather and Leather Products,micro,71,7,2,5,177,177,0
2022,1,Riyadh Region,Manufacture of Leather and Leather Products,medium,3,32,6,26,186,186,0
2022,1,Qassim Region,Manufacture of Leather and Leather Products,micro,7,2,1,1,14,14,0
2022,1,Al Madinah Region,Manufacture of Leather and Leather Products,small,2,3,0,3,17,17,0
2022,1,Al Madinah Region,Manufacture of Leather and Leather Products,micro,9,4,4,0,22,22,0
2022,1,Al Madinah Region,Manufacture of Leather and Leather Products,medium,1,23,9,14,124,124,0
2022,1,Tabuk Region,Manufacture of Leather and Leather Products,micro,1,0,0,0,2,2,0
2022,1,Jazan Region,Manufacture of Leather and Leather Products,small,1,0,0,0,6,6,0
2022,1,Jazan Region,Manufacture of Leather and Leather Products,micro,51,7,3,4,156,156,0
2022,1,Hail Region,Manufacture of Leather and Leather Products,small,2,0,0,0,13,13,0
2022,1,Hail Region,Manufacture of Leather and Leather Products,micro,3,1,0,1,6,6,0
2022,1,Aseer Region,Manufacture of Leather and Leather Products,small,1,0,0,0,6,6,0
2022,1,Aseer Region,Manufacture of Leather and Leather Products,micro,12,1,1,0,34,34,0
2022,1,Makkah Region,Manufacture of Leather and Leather Products,small,4,20,10,10,84,83,1
2022,1,Makkah Region,Manufacture of Leather and Leather Products,micro,31,8,3,5,71,70,1
2022,1,Makkah Region,Manufacture of Leather and Leather Products,medium,2,29,16,13,98,98,0
2022,1,Najran Region,Manufacture of Leather and Leather Products,micro,3,1,0,1,6,6,0
2022,1,Eastern Province,Manufacture of Wearing Apparel,small,221,549,219,330,2327,2136,191
2022,1,Eastern Province,Manufacture of Wearing Apparel,micro,1963,320,115,205,4088,3749,339
2022,1,Eastern Province,Manufacture of Wearing Apparel,medium,11,267,87,180,665,663,2
2022,1,Al Bahah Region,Manufacture of Wearing Apparel,small,15,25,15,10,133,107,26
2022,1,Al Bahah Region,Manufacture of Wearing Apparel,micro,143,32,22,10,267,219,48
2022,1,Al Jawf Region,Manufacture of Wearing Apparel,small,17,16,9,7,115,103,12
2022,1,Al Jawf Region,Manufacture of Wearing Apparel,micro,255,25,11,14,524,491,33
2022,1,Northern Borders Region,Manufacture of Wearing Apparel,small,7,11,3,8,92,67,25
2022,1,Northern Borders Region,Manufacture of Wearing Apparel,micro,260,34,19,15,641,607,34
2022,1,Riyadh Region,Manufacture of Wearing Apparel,small,375,899,322,577,3775,3309,466
2022,1,Riyadh Region,Manufacture of Wearing Apparel,large,6,875,174,701,1928,1866,62
2022,1,Riyadh Region,Manufacture of Wearing Apparel,micro,3313,591,218,373,7046,6492,554
2022,1,Riyadh Region,Manufacture of Wearing Apparel,medium,24,573,194,379,1941,1745,196
2022,1,Qassim Region,Manufacture of Wearing Apparel,small,55,63,27,36,449,385,64
2022,1,Qassim Region,Manufacture of Wearing Apparel,large,1,0,0,0,346,340,6
2022,1,Qassim Region,Manufacture of Wearing Apparel,micro,677,96,44,52,1461,1341,120
2022,1,Qassim Region,Manufacture of Wearing Apparel,medium,4,69,58,11,250,249,1
2022,1,Al Madinah Region,Manufacture of Wearing Apparel,small,70,95,31,64,650,564,86
2022,1,Al Madinah Region,Manufacture of Wearing Apparel,micro,936,138,60,78,1996,1732,264
2022,1,Al Madinah Region,Manufacture of Wearing Apparel,medium,3,62,36,26,177,173,4
2022,1,Tabuk Region,Manufacture of Wearing Apparel,small,32,37,15,22,275,256,19
2022,1,Tabuk Region,Manufacture of Wearing Apparel,micro,713,82,48,34,1767,1728,39
2022,1,Tabuk Region,Manufacture of Wearing Apparel,medium,1,6,1,5,45,45,0
2022,1,Jazan Region,Manufacture of Wearing Apparel,small,28,26,15,11,194,169,25
2022,1,Jazan Region,Manufacture of Wearing Apparel,micro,573,66,39,27,1351,1235,116
2022,1,Hail Region,Manufacture of Wearing Apparel,small,25,39,15,24,201,153,48
2022,1,Hail Region,Manufacture of Wearing Apparel,micro,372,43,16,27,815,740,75
2022,1,Aseer Region,Manufacture of Wearing Apparel,small,61,93,44,49,509,471,38
2022,1,Aseer Region,Manufacture of Wearing Apparel,micro,862,130,66,64,1870,1658,212
2022,1,Aseer Region,Manufacture of Wearing Apparel,medium,2,29,25,4,145,145,0
2022,1,Makkah Region,Manufacture of Wearing Apparel,small,228,524,170,354,2260,2066,194
2022,1,Makkah Region,Manufacture of Wearing Apparel,large,1,139,37,102,392,392,0
2022,1,Makkah Region,Manufacture of Wearing Apparel,micro,2591,404,183,221,5571,4992,579
2022,1,Makkah Region,Manufacture of Wearing Apparel,medium,10,263,62,201,750,658,92
2022,1,Najran Region,Manufacture of Wearing Apparel,small,24,27,9,18,197,178,19
2022,1,Najran Region,Manufacture of Wearing Apparel,micro,376,38,19,19,891,830,61
2022,1,Najran Region,Manufacture of Wearing Apparel,medium,1,17,3,14,61,59,2
2022,1,Eastern Province,Manufacture of Electrical Equipment,small,62,303,200,103,813,810,3
2022,1,Eastern Province,Manufacture of Electrical Equipment,large,6,1763,1717,46,1306,1302,4
2022,1,Eastern Province,Manufacture of Electrical Equipment,micro,153,55,32,23,315,314,1
2022,1,Eastern Province,Manufacture of Electrical Equipment,medium,23,717,545,172,1531,1530,1
2022,1,Al Bahah Region,Manufacture of Electrical Equipment,micro,10,0,0,0,17,17,0
2022,1,Al Jawf Region,Manufacture of Electrical Equipment,small,2,0,0,0,15,15,0
2022,1,Al Jawf Region,Manufacture of Electrical Equipment,micro,14,1,1,0,28,28,0
2022,1,Northern Borders Region,Manufacture of Electrical Equipment,small,1,0,0,0,6,6,0
2022,1,Northern Borders Region,Manufacture of Electrical Equipment,micro,21,0,0,0,53,53,0
2022,1,Riyadh Region,Manufacture of Electrical Equipment,small,88,356,204,152,1420,1417,3
2022,1,Riyadh Region,Manufacture of Electrical Equipment,large,7,642,579,63,1804,1802,2
2022,1,Riyadh Region,Manufacture of Electrical Equipment,micro,160,63,35,28,339,337,2
2022,1,Riyadh Region,Manufacture of Electrical Equipment,medium,50,1429,883,546,4268,4259,9
2022,1,Qassim Region,Manufacture of Electrical Equipment,small,11,28,16,12,173,173,0
2022,1,Qassim Region,Manufacture of Electrical Equipment,micro,21,2,0,2,41,41,0
2022,1,Qassim Region,Manufacture of Electrical Equipment,medium,1,23,23,0,109,109,0
